model,accuracy,toxic_precision,toxic_recall,toxic_f1,macro_f1,tn,fp,fn,tp,test_loss,training_seconds,inference_seconds,total_runtime_seconds,test_examples
bert_base_full_data,0.9547008978959249,0.7606751054852321,0.6327834327834327,0.6908603180685955,0.833210060934192,161002,2836,5231,9014,0.2420911341905594,21724.540640166,755.1567853220004,22480.641619108,178083
