model,accuracy,toxic_precision,toxic_recall,toxic_f1,macro_f1,runtime_seconds
distilbert,0.9499671501490878,0.7144464989147038,0.6238680238680239,0.666092040173887,0.8195247958622514,3126.0935847759247
