model,accuracy,toxic_precision,toxic_recall,toxic_f1,macro_f1,tn,fp,fn,tp,test_loss,training_seconds,inference_seconds,total_runtime_seconds,test_examples
hatebert_full_data,0.9539877472863777,0.7440116138398258,0.6475956475956476,0.6924635940549467,0.833798636267342,160664,3174,5020,9225,0.2424207627773285,21483.104988998,723.6659799589979,22842.839516293,178083
